"STATISTIC","Statistic Label","TLIST(D1)","Day","C04236V05009","Supply Type","UNIT","VALUE"
"NGSD01C01","Networked Gas Daily Supply","2024M01D24","2024 January 24","10","Networked gas supply - indigenous production","Gigawatt hours","32.832977"
"NGSD01C01","Networked Gas Daily Supply","2024M01D24","2024 January 24","20","Networked gas supply - imports","Gigawatt hours","130.098187"
"NGSD01C01","Networked Gas Daily Supply","2024M01D25","2024 January 25","-","All networked gas supply","Gigawatt hours","118.704834"
"NGSD01C01","Networked Gas Daily Supply","2024M01D25","2024 January 25","10","Networked gas supply - indigenous production","Gigawatt hours","32.717049"
"NGSD01C01","Networked Gas Daily Supply","2024M01D25","2024 January 25","20","Networked gas supply - imports","Gigawatt hours","85.987785"
"NGSD01C01","Networked Gas Daily Supply","2024M01D26","2024 January 26","-","All networked gas supply","Gigawatt hours","130.309072"
"NGSD01C01","Networked Gas Daily Supply","2024M01D26","2024 January 26","10","Networked gas supply - indigenous production","Gigawatt hours","32.858062"
"NGSD01C01","Networked Gas Daily Supply","2024M01D26","2024 January 26","20","Networked gas supply - imports","Gigawatt hours","97.45101"
"NGSD01C01","Networked Gas Daily Supply","2024M01D27","2024 January 27","-","All networked gas supply","Gigawatt hours","104.807793"
"NGSD01C01","Networked Gas Daily Supply","2024M01D27","2024 January 27","10","Networked gas supply - indigenous production","Gigawatt hours","32.548247"
"NGSD01C01","Networked Gas Daily Supply","2024M01D27","2024 January 27","20","Networked gas supply - imports","Gigawatt hours","72.259546"
"NGSD01C01","Networked Gas Daily Supply","2024M01D28","2024 January 28","-","All networked gas supply","Gigawatt hours","131.17247"
"NGSD01C01","Networked Gas Daily Supply","2024M01D28","2024 January 28","10","Networked gas supply - indigenous production","Gigawatt hours","30.739579"
"NGSD01C01","Networked Gas Daily Supply","2024M01D28","2024 January 28","20","Networked gas supply - imports","Gigawatt hours","100.432891"
"NGSD01C01","Networked Gas Daily Supply","2024M01D29","2024 January 29","-","All networked gas supply","Gigawatt hours","203.822535"
"NGSD01C01","Networked Gas Daily Supply","2024M01D29","2024 January 29","10","Networked gas supply - indigenous production","Gigawatt hours","25.910391"
"NGSD01C01","Networked Gas Daily Supply","2024M01D29","2024 January 29","20","Networked gas supply - imports","Gigawatt hours","177.912144"
"NGSD01C01","Networked Gas Daily Supply","2024M01D30","2024 January 30","-","All networked gas supply","Gigawatt hours","182.114919"
"NGSD01C01","Networked Gas Daily Supply","2024M01D30","2024 January 30","10","Networked gas supply - indigenous production","Gigawatt hours","26.729061"
"NGSD01C01","Networked Gas Daily Supply","2024M01D30","2024 January 30","20","Networked gas supply - imports","Gigawatt hours","155.385858"
"NGSD01C01","Networked Gas Daily Supply","2024M01D31","2024 January 31","-","All networked gas supply","Gigawatt hours","162.021199"
"NGSD01C01","Networked Gas Daily Supply","2024M01D31","2024 January 31","10","Networked gas supply - indigenous production","Gigawatt hours","27.147184"
"NGSD01C01","Networked Gas Daily Supply","2024M01D31","2024 January 31","20","Networked gas supply - imports","Gigawatt hours","134.874015"
"NGSD01C01","Networked Gas Daily Supply","2024M02D01","2024 February 01","-","All networked gas supply","Gigawatt hours","171.66209"
"NGSD01C01","Networked Gas Daily Supply","2024M02D01","2024 February 01","10","Networked gas supply - indigenous production","Gigawatt hours","31.802286"
"NGSD01C01","Networked Gas Daily Supply","2024M02D01","2024 February 01","20","Networked gas supply - imports","Gigawatt hours","139.859804"
"NGSD01C01","Networked Gas Daily Supply","2024M02D02","2024 February 02","-","All networked gas supply","Gigawatt hours","113.242231"
"NGSD01C01","Networked Gas Daily Supply","2024M02D02","2024 February 02","10","Networked gas supply - indigenous production","Gigawatt hours","30.58919"
"NGSD01C01","Networked Gas Daily Supply","2024M02D02","2024 February 02","20","Networked gas supply - imports","Gigawatt hours","82.653041"
"NGSD01C01","Networked Gas Daily Supply","2024M02D03","2024 February 03","-","All networked gas supply","Gigawatt hours","128.194881"
"NGSD01C01","Networked Gas Daily Supply","2024M02D03","2024 February 03","10","Networked gas supply - indigenous production","Gigawatt hours","32.550683"
"NGSD01C01","Networked Gas Daily Supply","2024M02D03","2024 February 03","20","Networked gas supply - imports","Gigawatt hours","95.644198"
"NGSD01C01","Networked Gas Daily Supply","2024M02D04","2024 February 04","-","All networked gas supply","Gigawatt hours","95.766031"
"NGSD01C01","Networked Gas Daily Supply","2024M02D04","2024 February 04","10","Networked gas supply - indigenous production","Gigawatt hours","32.388577"
"NGSD01C01","Networked Gas Daily Supply","2024M02D04","2024 February 04","20","Networked gas supply - imports","Gigawatt hours","63.377454"
"NGSD01C01","Networked Gas Daily Supply","2024M02D05","2024 February 05","-","All networked gas supply","Gigawatt hours","102.293645"
"NGSD01C01","Networked Gas Daily Supply","2024M02D05","2024 February 05","10","Networked gas supply - indigenous production","Gigawatt hours","32.318432"
"NGSD01C01","Networked Gas Daily Supply","2024M02D05","2024 February 05","20","Networked gas supply - imports","Gigawatt hours","69.975213"
"NGSD01C01","Networked Gas Daily Supply","2024M02D06","2024 February 06","-","All networked gas supply","Gigawatt hours","182.430444"
"NGSD01C01","Networked Gas Daily Supply","2024M02D06","2024 February 06","10","Networked gas supply - indigenous production","Gigawatt hours","32.510411"
"NGSD01C01","Networked Gas Daily Supply","2024M02D06","2024 February 06","20","Networked gas supply - imports","Gigawatt hours","149.920033"
"NGSD01C01","Networked Gas Daily Supply","2024M02D07","2024 February 07","-","All networked gas supply","Gigawatt hours","192.608371"
"NGSD01C01","Networked Gas Daily Supply","2024M02D07","2024 February 07","10","Networked gas supply - indigenous production","Gigawatt hours","32.384821"
"NGSD01C01","Networked Gas Daily Supply","2024M02D07","2024 February 07","20","Networked gas supply - imports","Gigawatt hours","160.22355"
"NGSD01C01","Networked Gas Daily Supply","2024M02D08","2024 February 08","-","All networked gas supply","Gigawatt hours","176.935717"
"NGSD01C01","Networked Gas Daily Supply","2024M02D08","2024 February 08","10","Networked gas supply - indigenous production","Gigawatt hours","32.282552"
"NGSD01C01","Networked Gas Daily Supply","2024M02D08","2024 February 08","20","Networked gas supply - imports","Gigawatt hours","144.653165"
"NGSD01C01","Networked Gas Daily Supply","2024M02D09","2024 February 09","-","All networked gas supply","Gigawatt hours","176.103153"
"NGSD01C01","Networked Gas Daily Supply","2024M02D09","2024 February 09","10","Networked gas supply - indigenous production","Gigawatt hours","32.218137"
"NGSD01C01","Networked Gas Daily Supply","2024M02D09","2024 February 09","20","Networked gas supply - imports","Gigawatt hours","143.885016"
"NGSD01C01","Networked Gas Daily Supply","2024M02D10","2024 February 10","-","All networked gas supply","Gigawatt hours","165.416767"
"NGSD01C01","Networked Gas Daily Supply","2024M02D10","2024 February 10","10","Networked gas supply - indigenous production","Gigawatt hours","32.15185"
"NGSD01C01","Networked Gas Daily Supply","2024M02D10","2024 February 10","20","Networked gas supply - imports","Gigawatt hours","133.264917"
"NGSD01C01","Networked Gas Daily Supply","2024M02D11","2024 February 11","-","All networked gas supply","Gigawatt hours","147.936748"
"NGSD01C01","Networked Gas Daily Supply","2024M02D11","2024 February 11","10","Networked gas supply - indigenous production","Gigawatt hours","32.3337"
"NGSD01C01","Networked Gas Daily Supply","2024M02D11","2024 February 11","20","Networked gas supply - imports","Gigawatt hours","115.603048"
"NGSD01C01","Networked Gas Daily Supply","2024M02D12","2024 February 12","-","All networked gas supply","Gigawatt hours","169.888445"
"NGSD01C01","Networked Gas Daily Supply","2024M02D12","2024 February 12","10","Networked gas supply - indigenous production","Gigawatt hours","32.271689"
"NGSD01C01","Networked Gas Daily Supply","2024M02D12","2024 February 12","20","Networked gas supply - imports","Gigawatt hours","137.616756"
"NGSD01C01","Networked Gas Daily Supply","2024M02D13","2024 February 13","-","All networked gas supply","Gigawatt hours","202.179542"
"NGSD01C01","Networked Gas Daily Supply","2024M02D13","2024 February 13","10","Networked gas supply - indigenous production","Gigawatt hours","17.338643"
"NGSD01C01","Networked Gas Daily Supply","2024M02D13","2024 February 13","20","Networked gas supply - imports","Gigawatt hours","184.840899"
"NGSD01C01","Networked Gas Daily Supply","2024M02D14","2024 February 14","-","All networked gas supply","Gigawatt hours","162.059928"
"NGSD01C01","Networked Gas Daily Supply","2024M02D14","2024 February 14","10","Networked gas supply - indigenous production","Gigawatt hours","33.841245"
"NGSD01C01","Networked Gas Daily Supply","2024M02D14","2024 February 14","20","Networked gas supply - imports","Gigawatt hours","128.218683"
"NGSD01C01","Networked Gas Daily Supply","2024M02D15","2024 February 15","-","All networked gas supply","Gigawatt hours","167.79613"
"NGSD01C01","Networked Gas Daily Supply","2024M02D15","2024 February 15","10","Networked gas supply - indigenous production","Gigawatt hours","32.439791"
"NGSD01C01","Networked Gas Daily Supply","2024M02D15","2024 February 15","20","Networked gas supply - imports","Gigawatt hours","135.356339"
"NGSD01C01","Networked Gas Daily Supply","2024M02D16","2024 February 16","-","All networked gas supply","Gigawatt hours","168.605558"
"NGSD01C01","Networked Gas Daily Supply","2024M02D16","2024 February 16","10","Networked gas supply - indigenous production","Gigawatt hours","32.267466"
"NGSD01C01","Networked Gas Daily Supply","2024M02D16","2024 February 16","20","Networked gas supply - imports","Gigawatt hours","136.338092"
"NGSD01C01","Networked Gas Daily Supply","2024M02D17","2024 February 17","-","All networked gas supply","Gigawatt hours","134.860508"
"NGSD01C01","Networked Gas Daily Supply","2024M02D17","2024 February 17","10","Networked gas supply - indigenous production","Gigawatt hours","32.20003"
"NGSD01C01","Networked Gas Daily Supply","2024M02D17","2024 February 17","20","Networked gas supply - imports","Gigawatt hours","102.660478"
"NGSD01C01","Networked Gas Daily Supply","2024M02D18","2024 February 18","-","All networked gas supply","Gigawatt hours","111.814503"
"NGSD01C01","Networked Gas Daily Supply","2024M02D18","2024 February 18","10","Networked gas supply - indigenous production","Gigawatt hours","32.327389"
"NGSD01C01","Networked Gas Daily Supply","2024M02D18","2024 February 18","20","Networked gas supply - imports","Gigawatt hours","79.487114"
"NGSD01C01","Networked Gas Daily Supply","2024M02D19","2024 February 19","-","All networked gas supply","Gigawatt hours","130.116483"
"NGSD01C01","Networked Gas Daily Supply","2024M02D19","2024 February 19","10","Networked gas supply - indigenous production","Gigawatt hours","32.222986"
"NGSD01C01","Networked Gas Daily Supply","2024M02D19","2024 February 19","20","Networked gas supply - imports","Gigawatt hours","97.893497"
"NGSD01C01","Networked Gas Daily Supply","2024M02D20","2024 February 20","-","All networked gas supply","Gigawatt hours","145.866831"
"NGSD01C01","Networked Gas Daily Supply","2024M02D20","2024 February 20","10","Networked gas supply - indigenous production","Gigawatt hours","32.227771"
"NGSD01C01","Networked Gas Daily Supply","2024M02D20","2024 February 20","20","Networked gas supply - imports","Gigawatt hours","113.63906"
"NGSD01C01","Networked Gas Daily Supply","2024M02D21","2024 February 21","-","All networked gas supply","Gigawatt hours","113.456915"
"NGSD01C01","Networked Gas Daily Supply","2024M02D21","2024 February 21","10","Networked gas supply - indigenous production","Gigawatt hours","32.197159"
"NGSD01C01","Networked Gas Daily Supply","2024M02D21","2024 February 21","20","Networked gas supply - imports","Gigawatt hours","81.259756"
"NGSD01C01","Networked Gas Daily Supply","2024M02D22","2024 February 22","-","All networked gas supply","Gigawatt hours","143.771222"
"NGSD01C01","Networked Gas Daily Supply","2024M02D22","2024 February 22","10","Networked gas supply - indigenous production","Gigawatt hours","32.270848"
"NGSD01C01","Networked Gas Daily Supply","2024M02D22","2024 February 22","20","Networked gas supply - imports","Gigawatt hours","111.500374"
"NGSD01C01","Networked Gas Daily Supply","2024M02D23","2024 February 23","-","All networked gas supply","Gigawatt hours","176.61986"
"NGSD01C01","Networked Gas Daily Supply","2024M02D23","2024 February 23","10","Networked gas supply - indigenous production","Gigawatt hours","32.229584"
"NGSD01C01","Networked Gas Daily Supply","2024M02D23","2024 February 23","20","Networked gas supply - imports","Gigawatt hours","144.390276"
"NGSD01C01","Networked Gas Daily Supply","2024M02D24","2024 February 24","-","All networked gas supply","Gigawatt hours","174.39962"
"NGSD01C01","Networked Gas Daily Supply","2024M02D24","2024 February 24","10","Networked gas supply - indigenous production","Gigawatt hours","32.162721"
"NGSD01C01","Networked Gas Daily Supply","2024M02D24","2024 February 24","20","Networked gas supply - imports","Gigawatt hours","142.236899"
"NGSD01C01","Networked Gas Daily Supply","2024M02D25","2024 February 25","-","All networked gas supply","Gigawatt hours","134.372015"
"NGSD01C01","Networked Gas Daily Supply","2024M02D25","2024 February 25","10","Networked gas supply - indigenous production","Gigawatt hours","32.223388"
