"STATISTIC","Statistic Label","TLIST(D1)","Day","C04132V04898","Network Gas Customer Type","UNIT","VALUE"
"NGSD02C01","Networked Gas Daily Demand","2018M09D04","2018 September 04","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.757749"
"NGSD02C01","Networked Gas Daily Demand","2018M09D04","2018 September 04","10","Power Plants","Gigawatt hours","116.098611"
"NGSD02C01","Networked Gas Daily Demand","2018M09D04","2018 September 04","-","All networked gas customers","Gigawatt hours","153.342719"
"NGSD02C01","Networked Gas Daily Demand","2018M09D05","2018 September 05","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.187686"
"NGSD02C01","Networked Gas Daily Demand","2018M09D05","2018 September 05","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.492231"
"NGSD02C01","Networked Gas Daily Demand","2018M09D05","2018 September 05","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.754923"
"NGSD02C01","Networked Gas Daily Demand","2018M09D05","2018 September 05","10","Power Plants","Gigawatt hours","113.430277"
"NGSD02C01","Networked Gas Daily Demand","2018M09D05","2018 September 05","-","All networked gas customers","Gigawatt hours","149.865117"
"NGSD02C01","Networked Gas Daily Demand","2018M09D06","2018 September 06","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","15.373785"
"NGSD02C01","Networked Gas Daily Demand","2018M09D06","2018 September 06","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.464375"
"NGSD02C01","Networked Gas Daily Demand","2018M09D06","2018 September 06","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.993947"
"NGSD02C01","Networked Gas Daily Demand","2018M09D06","2018 September 06","10","Power Plants","Gigawatt hours","102.989445"
"NGSD02C01","Networked Gas Daily Demand","2018M09D06","2018 September 06","-","All networked gas customers","Gigawatt hours","141.821552"
"NGSD02C01","Networked Gas Daily Demand","2018M09D07","2018 September 07","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.705184"
"NGSD02C01","Networked Gas Daily Demand","2018M09D07","2018 September 07","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.217402"
"NGSD02C01","Networked Gas Daily Demand","2018M09D07","2018 September 07","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.91059"
"NGSD02C01","Networked Gas Daily Demand","2018M09D07","2018 September 07","10","Power Plants","Gigawatt hours","105.770833"
"NGSD02C01","Networked Gas Daily Demand","2018M09D07","2018 September 07","-","All networked gas customers","Gigawatt hours","146.604009"
"NGSD02C01","Networked Gas Daily Demand","2018M09D08","2018 September 08","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","14.220414"
"NGSD02C01","Networked Gas Daily Demand","2018M09D08","2018 September 08","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.877624"
"NGSD02C01","Networked Gas Daily Demand","2018M09D08","2018 September 08","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.08525"
"NGSD02C01","Networked Gas Daily Demand","2018M09D08","2018 September 08","10","Power Plants","Gigawatt hours","84.606111"
"NGSD02C01","Networked Gas Daily Demand","2018M09D08","2018 September 08","-","All networked gas customers","Gigawatt hours","120.789399"
"NGSD02C01","Networked Gas Daily Demand","2018M09D09","2018 September 09","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","12.695121"
"NGSD02C01","Networked Gas Daily Demand","2018M09D09","2018 September 09","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.458104"
"NGSD02C01","Networked Gas Daily Demand","2018M09D09","2018 September 09","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.593161"
"NGSD02C01","Networked Gas Daily Demand","2018M09D09","2018 September 09","10","Power Plants","Gigawatt hours","62.809722"
"NGSD02C01","Networked Gas Daily Demand","2018M09D09","2018 September 09","-","All networked gas customers","Gigawatt hours","95.556108"
"NGSD02C01","Networked Gas Daily Demand","2018M09D10","2018 September 10","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.504444"
"NGSD02C01","Networked Gas Daily Demand","2018M09D10","2018 September 10","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.57303"
"NGSD02C01","Networked Gas Daily Demand","2018M09D10","2018 September 10","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.705349"
"NGSD02C01","Networked Gas Daily Demand","2018M09D10","2018 September 10","10","Power Plants","Gigawatt hours","68.415834"
"NGSD02C01","Networked Gas Daily Demand","2018M09D10","2018 September 10","-","All networked gas customers","Gigawatt hours","108.198657"
"NGSD02C01","Networked Gas Daily Demand","2018M09D11","2018 September 11","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.533318"
"NGSD02C01","Networked Gas Daily Demand","2018M09D11","2018 September 11","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.691846"
"NGSD02C01","Networked Gas Daily Demand","2018M09D11","2018 September 11","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.122233"
"NGSD02C01","Networked Gas Daily Demand","2018M09D11","2018 September 11","10","Power Plants","Gigawatt hours","86.754167"
"NGSD02C01","Networked Gas Daily Demand","2018M09D11","2018 September 11","-","All networked gas customers","Gigawatt hours","127.101564"
"NGSD02C01","Networked Gas Daily Demand","2018M09D12","2018 September 12","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","16.277822"
"NGSD02C01","Networked Gas Daily Demand","2018M09D12","2018 September 12","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.664401"
"NGSD02C01","Networked Gas Daily Demand","2018M09D12","2018 September 12","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.104886"
"NGSD02C01","Networked Gas Daily Demand","2018M09D12","2018 September 12","10","Power Plants","Gigawatt hours","97.003333"
"NGSD02C01","Networked Gas Daily Demand","2018M09D12","2018 September 12","-","All networked gas customers","Gigawatt hours","137.050442"
"NGSD02C01","Networked Gas Daily Demand","2018M09D13","2018 September 13","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.61461"
"NGSD02C01","Networked Gas Daily Demand","2018M09D13","2018 September 13","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.760462"
"NGSD02C01","Networked Gas Daily Demand","2018M09D13","2018 September 13","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.498042"
"NGSD02C01","Networked Gas Daily Demand","2018M09D13","2018 September 13","10","Power Plants","Gigawatt hours","83.712777"
"NGSD02C01","Networked Gas Daily Demand","2018M09D13","2018 September 13","-","All networked gas customers","Gigawatt hours","125.585891"
"NGSD02C01","Networked Gas Daily Demand","2018M09D14","2018 September 14","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.853898"
"NGSD02C01","Networked Gas Daily Demand","2018M09D14","2018 September 14","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.517097"
"NGSD02C01","Networked Gas Daily Demand","2018M09D14","2018 September 14","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.662875"
"NGSD02C01","Networked Gas Daily Demand","2018M09D14","2018 September 14","10","Power Plants","Gigawatt hours","94.733612"
"NGSD02C01","Networked Gas Daily Demand","2018M09D14","2018 September 14","-","All networked gas customers","Gigawatt hours","136.767482"
"NGSD02C01","Networked Gas Daily Demand","2018M09D15","2018 September 15","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","15.848864"
"NGSD02C01","Networked Gas Daily Demand","2018M09D15","2018 September 15","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.942611"
"NGSD02C01","Networked Gas Daily Demand","2018M09D15","2018 September 15","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.934495"
"NGSD02C01","Networked Gas Daily Demand","2018M09D15","2018 September 15","10","Power Plants","Gigawatt hours","83.559444"
"NGSD02C01","Networked Gas Daily Demand","2018M09D15","2018 September 15","-","All networked gas customers","Gigawatt hours","121.285414"
"NGSD02C01","Networked Gas Daily Demand","2018M09D16","2018 September 16","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.224227"
"NGSD02C01","Networked Gas Daily Demand","2018M09D16","2018 September 16","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","5.375826"
"NGSD02C01","Networked Gas Daily Demand","2018M09D16","2018 September 16","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","14.493654"
"NGSD02C01","Networked Gas Daily Demand","2018M09D16","2018 September 16","10","Power Plants","Gigawatt hours","78.684445"
"NGSD02C01","Networked Gas Daily Demand","2018M09D16","2018 September 16","-","All networked gas customers","Gigawatt hours","111.778152"
"NGSD02C01","Networked Gas Daily Demand","2018M09D17","2018 September 17","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","14.990656"
"NGSD02C01","Networked Gas Daily Demand","2018M09D17","2018 September 17","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.224664"
"NGSD02C01","Networked Gas Daily Demand","2018M09D17","2018 September 17","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.056614"
"NGSD02C01","Networked Gas Daily Demand","2018M09D17","2018 September 17","10","Power Plants","Gigawatt hours","71.104723"
"NGSD02C01","Networked Gas Daily Demand","2018M09D17","2018 September 17","-","All networked gas customers","Gigawatt hours","108.376657"
"NGSD02C01","Networked Gas Daily Demand","2018M09D18","2018 September 18","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","13.706995"
"NGSD02C01","Networked Gas Daily Demand","2018M09D18","2018 September 18","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.331105"
"NGSD02C01","Networked Gas Daily Demand","2018M09D18","2018 September 18","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.966101"
"NGSD02C01","Networked Gas Daily Demand","2018M09D18","2018 September 18","10","Power Plants","Gigawatt hours","63.433889"
"NGSD02C01","Networked Gas Daily Demand","2018M09D18","2018 September 18","-","All networked gas customers","Gigawatt hours","100.43809"
"NGSD02C01","Networked Gas Daily Demand","2018M09D19","2018 September 19","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","17.144961"
"NGSD02C01","Networked Gas Daily Demand","2018M09D19","2018 September 19","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.605078"
"NGSD02C01","Networked Gas Daily Demand","2018M09D19","2018 September 19","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.925"
"NGSD02C01","Networked Gas Daily Demand","2018M09D19","2018 September 19","10","Power Plants","Gigawatt hours","63.743056"
"NGSD02C01","Networked Gas Daily Demand","2018M09D19","2018 September 19","-","All networked gas customers","Gigawatt hours","105.418095"
"NGSD02C01","Networked Gas Daily Demand","2018M09D20","2018 September 20","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.580252"
"NGSD02C01","Networked Gas Daily Demand","2018M09D20","2018 September 20","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.127325"
"NGSD02C01","Networked Gas Daily Demand","2018M09D20","2018 September 20","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","17.364101"
"NGSD02C01","Networked Gas Daily Demand","2018M09D20","2018 September 20","10","Power Plants","Gigawatt hours","101.742778"
"NGSD02C01","Networked Gas Daily Demand","2018M09D20","2018 September 20","-","All networked gas customers","Gigawatt hours","152.814456"
"NGSD02C01","Networked Gas Daily Demand","2018M09D21","2018 September 21","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","26.358341"
"NGSD02C01","Networked Gas Daily Demand","2018M09D21","2018 September 21","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.817414"
"NGSD02C01","Networked Gas Daily Demand","2018M09D21","2018 September 21","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.639649"
"NGSD02C01","Networked Gas Daily Demand","2018M09D21","2018 September 21","10","Power Plants","Gigawatt hours","71.369999"
"NGSD02C01","Networked Gas Daily Demand","2018M09D21","2018 September 21","-","All networked gas customers","Gigawatt hours","122.185403"
"NGSD02C01","Networked Gas Daily Demand","2018M09D22","2018 September 22","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","25.963609"
"NGSD02C01","Networked Gas Daily Demand","2018M09D22","2018 September 22","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.529942"
"NGSD02C01","Networked Gas Daily Demand","2018M09D22","2018 September 22","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.812991"
"NGSD02C01","Networked Gas Daily Demand","2018M09D22","2018 September 22","10","Power Plants","Gigawatt hours","107.932224"
"NGSD02C01","Networked Gas Daily Demand","2018M09D22","2018 September 22","-","All networked gas customers","Gigawatt hours","156.238766"
"NGSD02C01","Networked Gas Daily Demand","2018M09D23","2018 September 23","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","24.754021"
"NGSD02C01","Networked Gas Daily Demand","2018M09D23","2018 September 23","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","6.476083"
"NGSD02C01","Networked Gas Daily Demand","2018M09D23","2018 September 23","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.367932"
"NGSD02C01","Networked Gas Daily Demand","2018M09D23","2018 September 23","10","Power Plants","Gigawatt hours","87.316111"
"NGSD02C01","Networked Gas Daily Demand","2018M09D23","2018 September 23","-","All networked gas customers","Gigawatt hours","133.914147"
"NGSD02C01","Networked Gas Daily Demand","2018M09D24","2018 September 24","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","28.546102"
"NGSD02C01","Networked Gas Daily Demand","2018M09D24","2018 September 24","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.844356"
"NGSD02C01","Networked Gas Daily Demand","2018M09D24","2018 September 24","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","15.600826"
"NGSD02C01","Networked Gas Daily Demand","2018M09D24","2018 September 24","10","Power Plants","Gigawatt hours","112.846112"
"NGSD02C01","Networked Gas Daily Demand","2018M09D24","2018 September 24","-","All networked gas customers","Gigawatt hours","165.837396"
"NGSD02C01","Networked Gas Daily Demand","2018M09D25","2018 September 25","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","28.185002"
"NGSD02C01","Networked Gas Daily Demand","2018M09D25","2018 September 25","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","8.392057"
"NGSD02C01","Networked Gas Daily Demand","2018M09D25","2018 September 25","40","Large Daily Metered (annual metered capacity >= 57.5 GWh)","Gigawatt hours","16.905601"
"NGSD02C01","Networked Gas Daily Demand","2018M09D25","2018 September 25","10","Power Plants","Gigawatt hours","66.405279"
"NGSD02C01","Networked Gas Daily Demand","2018M09D25","2018 September 25","-","All networked gas customers","Gigawatt hours","119.887939"
"NGSD02C01","Networked Gas Daily Demand","2018M09D26","2018 September 26","20","Non-Daily Metered (annual consumption < 5.55 GWh)","Gigawatt hours","18.145869"
"NGSD02C01","Networked Gas Daily Demand","2018M09D26","2018 September 26","30","Daily Metered (annual consumption >= 5.55 GWh and < 57.5 GWh)","Gigawatt hours","7.970819"
